5e-05,0,0,99.995,1.22474,0
0.000199988,1.22465e-06,0,99.98,2.44936,0
0.000449926,4.89794e-06,0,99.955,3.67373,0
0.000799752,1.22425e-05,0,99.92,4.89774,0
0.00124938,2.44791e-05,0,99.8751,6.12125,0
0.0017987,4.28256e-05,0,99.8201,7.34416,0
0.00244757,6.84969e-05,0,99.7552,8.56633,0
0.00319584,0.000102704,0,99.6804,9.78765,0
0.00404332,0.000146652,0,99.5957,11.008,0
0.0049898,0.000201543,0,99.501,12.2272,0
0.00603505,0.000268572,0,99.3965,13.4453,0
0.00717882,0.000348928,0,99.2821,14.662,0
0.00842082,0.000443791,0,99.1579,15.8772,0
0.00976075,0.000554336,0,99.0239,17.0909,0
0.0111983,0.000681729,0,98.8802,18.3029,0
0.0127331,0.000827126,0,98.7267,19.5131,0
0.0143648,0.000991675,0,98.5635,20.7214,0
0.016093,0.00117651,0,98.3907,21.9277,0
0.0179172,0.00138277,0,98.2083,23.1318,0
0.0198371,0.00161155,0,98.0163,24.3336,0
0.0218522,0.00186397,0,97.8148,25.5331,0
0.0239621,0.00214112,0,97.6038,26.7302,0
0.0261661,0.00244408,0,97.3834,27.9246,0
0.0284639,0.00277391,0,97.1536,29.1164,0
0.0308548,0.00313167,0,96.9145,30.3053,0
0.0333384,0.0035184,0,96.6662,31.4914,0
0.0359139,0.00393513,0,96.4086,32.6745,0
0.038581,0.00438285,0,96.1419,33.8544,0
0.0413389,0.00486258,0,95.8661,35.0312,0
0.044187,0.00537529,0,95.5813,36.2047,0
0.0471248,0.00592195,0,95.2875,37.3747,0
0.0501514,0.0065035,0,94.9849,38.5413,0
0.0532664,0.00712088,0,94.6734,39.7043,0
0.0564689,0.007775,0,94.3531,40.8637,0
0.0597583,0.00846677,0,94.0242,42.0192,0
0.0631338,0.00919707,0,93.6866,43.1709,0
0.0665948,0.00996675,0,93.3405,44.3187,0
0.0701405,0.0107767,0,92.986,45.4624,0
0.0737702,0.0116277,0,92.623,46.6021,0
0.0774831,0.0125205,0,92.2517,47.7375,0
0.0812784,0.0134561,0,91.8722,48.8687,0
0.0851553,0.0144351,0,91.4845,49.9956,0
0.0891131,0.0154583,0,91.0887,51.118,0
0.093151,0.0165265,0,90.6849,52.2359,0
0.097268,0.0176404,0,90.2732,53.3493,0
0.101464,0.0188006,0,89.8537,54.458,0
0.105737,0.0200079,0,89.4263,55.562,0
0.110086,0.0212629,0,88.9914,56.6612,0
0.114512,0.0225663,0,88.5488,57.7556,0
0.119013,0.0239187,0,88.0987,58.8451,0
0.123588,0.0253208,0,87.6412,59.9297,0
0.128237,0.026773,0,87.1764,61.0092,0
0.132958,0.0282761,0,86.7043,62.0836,0
0.13775,0.0298305,0,86.225,63.1529,0
0.142613,0.0314367,0,85.7387,64.217,0
0.147547,0.0330954,0,85.2454,65.2759,0
0.152549,0.0348071,0,84.7451,66.3295,0
0.157619,0.0365721,0,84.2381,67.3777,0
0.162757,0.038391,0,83.7243,68.4206,0
0.167961,0.0402642,0,83.2039,69.458,0
0.173231,0.0421921,0,82.677,70.4899,0
0.178565,0.0441753,0,82.1435,71.5164,0
0.183963,0.046214,0,81.6038,72.5372,0
