h_x,h_y,h_z
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
