h_x,h_y,h_z
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.996
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.995
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.994
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.993
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.992
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.991
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
0,0,227.99
